nama,wilayah,provinsi,kategori_2023,jumlah_pelanggan_num,rasio_aset_sr_num,pipa_total_per_pelanggan,pegawai_per_1000pel,cluster,nama_klaster
PERUMDAM Ina Gelekat Kabupaten Flores Timur,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Nusa Tenggara Timur,SEHAT,8304.0,1875477.0,27.636078998073216,6.502890173410405,1,Kecil-Sedang Tipikal
PERUMDAM Wair Pu'an Kabupaten Sikka,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Nusa Tenggara Timur,KURANG SEHAT,21058.0,1649393.0,19.27633203533099,4.986228511729509,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Kelimutu Kabupaten Ende,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Nusa Tenggara Timur,KURANG SEHAT,1468.0,4843666.0,156.73705722070844,47.68392370572207,0,Kecil-Tidak Efisien
PERUMDAM Kabupaten Ngada,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Nusa Tenggara Timur,SEHAT,11697.0,3567349.0,24.32384372061212,7.095836539283577,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Komodo Kabupaten Manggarai,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Nusa Tenggara Timur,SEHAT,36141.0,2458737.0,2.9862483052488864,4.427104950056722,2,Besar-Efisien
PDAM Kabupaten Rote Ndao,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Nusa Tenggara Timur,KURANG SEHAT,7424.0,1832801.0,22.01643318965517,9.832974137931034,1,Kecil-Sedang Tipikal
PERUMDAM Wae Mbeliling Kabupaten Manggarai Barat,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Nusa Tenggara Timur,SEHAT,11329.0,17103382.0,28.30549916144408,10.06267102127284,4,Kecil-Sedang Aset Tinggi
PERUMDAM Kota Kupang,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Nusa Tenggara Timur,SEHAT,15257.0,2652646.0,20.06265976273186,5.440125843874943,4,Kecil-Sedang Aset Tinggi
PDAM Kabupaten Kepulauan Tanimbar,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Maluku,SAKIT,7671.0,825101.0,20.53343762221353,10.950332420805632,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Evav Sejahtera Kabupaten Maluku Tenggara,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Maluku,SAKIT,10492.0,1771395.0,8.665650019062143,5.051467784979032,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Nusa Ina Kabupaten Maluku Tengah,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Maluku,SEHAT,9602.0,3113890.0,22.392314101228912,9.997917100604042,4,Kecil-Sedang Aset Tinggi
PERUMDAM Azwa Bupolo Kabupaten Buru,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Maluku,KURANG SEHAT,5903.0,3652137.0,16.016432322547857,7.962053193291546,4,Kecil-Sedang Aset Tinggi
PDAM Gwar Gwamar Kabupaten Kepulauan Aru,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Maluku,KURANG SEHAT,7303.0,2110339.0,7.1956730110913325,5.2033410927016295,1,Kecil-Sedang Tipikal
Perumdam Tirta Kalwedo Kabupaten Maluku Barat Daya,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Maluku,SEHAT,2651.0,2100743.0,42.51527725386647,23.010184835910977,0,Kecil-Tidak Efisien
PERUMDAM Maren Kota Tual,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Maluku,SEHAT,9109.0,1916188.0,81.6248764957734,4.2814798550883735,1,Kecil-Sedang Tipikal
PERUMDAM Tirta Yapono Kota Ambon,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Maluku,KURANG SEHAT,20615.0,1785168.0,4.798981324278438,4.899345137036139,1,Kecil-Sedang Tipikal
PDAM Kabupaten Halmahera Barat,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Maluku Utara,KURANG SEHAT,10861.0,1454625.0,12.41929840714483,6.168861062517263,1,Kecil-Sedang Tipikal
PDAM Kabupaten Halmahera Selatan,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Maluku Utara,SEHAT,17483.0,1579037.0,15.708059257564493,5.090659497797861,1,Kecil-Sedang Tipikal
PDAM Kabupaten Halmahera Utara,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Maluku Utara,KURANG SEHAT,22145.0,1095629.0,9.121336644840822,3.477082862948747,1,Kecil-Sedang Tipikal
PDAM Kabupaten Pulau Morotai,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Maluku Utara,SAKIT,5512.0,2575300.0,12.429970972423805,5.986937590711175,4,Kecil-Sedang Aset Tinggi
PERUMDA Ake Gaale Kota Ternate,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Maluku Utara,KURANG SEHAT,34387.0,2217776.0,7.589321545933056,5.961555238898422,2,Besar-Efisien
PERUMDAM Ake Mayora Kota Tidore Kepulauan,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Maluku Utara,KURANG SEHAT,8421.0,1345446.0,17.246170288564304,9.381308633178955,1,Kecil-Sedang Tipikal
PDAM Kabupaten Kepulauan Sula,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Maluku Utara,KURANG SEHAT,6474.0,2282861.0,8.415508186592524,4.170528266913809,1,Kecil-Sedang Tipikal
PERUMDAM Kabupaten Halmahera Tengah,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Maluku Utara,KURANG SEHAT,4456.0,3378941.0,19.691202872531417,10.323159784560143,4,Kecil-Sedang Aset Tinggi
PERUMDAM Tirta Pala Kabupaten Fakfak,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Papua Barat,KURANG SEHAT,7144.0,2690150.0,15.808930571108622,5.45912653975364,4,Kecil-Sedang Aset Tinggi
PERUMDAM Minyei Arfak Kabupaten Manokwari,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Papua Barat,KURANG SEHAT,7851.0,2491981.0,6.978601452044326,2.547446185199337,4,Kecil-Sedang Aset Tinggi
PT. Air Minum Jayapura Robongholo Nanwani (Perseroda) Kabupaten Jayapura dan Kota Jayapura,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Papua,SEHAT,38213.0,3409518.0,21.83950488053804,5.102975427210635,2,Besar-Efisien
PDAM Kabupaten Kepulauan Yapen,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Papua,SEHAT,6941.0,2501343.0,8.644863852470825,4.466215242760409,4,Kecil-Sedang Aset Tinggi
PDAM Tirta Adrian Kabupaten Nabire,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Papua Tengah,SAKIT,1836.0,7459202.0,51.16448801742919,13.0718954248366,4,Kecil-Sedang Aset Tinggi
PERUMDAM Jereukom Kabupaten Merauke,"Wilayah IV — Bali, Nusa Tenggara, Maluku & Papua (9 Provinsi)",Papua Selatan,KURANG SEHAT,454.0,2738547.0,764.3700440528635,112.33480176211454,3,Ekstrem Terisolasi
